work_year,experience_level,employment_type,salary_in_usd,employee_residence,remote_ratio,company_location,job_category
2022,SE,FT,160000,US,100,US,Data Scientist
2022,SE,FT,160000,US,0,US,Machine Learning
2022,SE,FT,160000,US,0,US,Data Engineer
2022,SE,FT,160000,US,100,US,Data Engineer
2022,SE,FT,160000,US,100,US,Data Engineer
2022,MI,FT,160000,US,100,US,Data Scientist
2021,SE,FT,160000,BR,100,US,Data Engineer
2021,SE,FT,160000,PR,50,US,Data Engineer
2021,MI,FT,160000,US,100,US,Data Scientist
2021,MI,FT,119059,SG,100,IL,Data Scientist
2023,SE,FT,159900,US,100,US,Data Scientist
2024,EN,FT,159870,US,0,US,Data Analyst
2023,SE,FT,159832,US,0,US,Data Scientist
2023,SE,FT,159832,US,0,US,Data Scientist
2022,SE,FT,159699,US,0,US,Data Scientist
2023,SE,FT,159600,US,0,US,Machine Learning
2023,SE,FT,159500,US,0,US,Software & Data Architecture
2023,SE,FT,159500,US,0,US,Software & Data Architecture
2023,SE,FT,159408,US,100,US,Data Scientist
2023,SE,FT,159375,US,100,US,Data Scientist
2023,SE,FT,159350,US,0,US,Machine Learning
2024,SE,FT,159300,US,0,US,Machine Learning
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Data Scientist
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Research & Science
2024,SE,FT,159300,US,0,US,Data Scientist
2023,SE,FT,159300,US,0,US,Research & Science
2023,SE,FT,159300,US,0,US,Research & Science
2023,SE,FT,159300,US,0,US,Research & Science
2023,SE,FT,159300,US,0,US,Research & Science
2023,SE,FT,159300,US,0,US,Research & Science
2023,SE,FT,159300,US,0,US,Data Scientist
2023,SE,FT,159300,US,0,US,Data Scientist
2023,SE,FT,159300,US,0,US,Data Scientist
2023,SE,FT,159300,US,0,US,Research & Science
2024,MI,FT,159250,US,0,US,Data Engineer
2022,SE,FT,159200,US,100,US,Data Scientist
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159100,US,100,US,Data Scientist
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159100,US,0,US,Research & Science
2023,SE,FT,159090,US,100,US,Machine Learning
2023,SE,FT,159090,US,100,US,BI & Analytics
2024,SE,FT,159000,US,0,US,Machine Learning
2024,SE,FT,159000,US,0,US,Machine Learning
2024,SE,FT,159000,US,0,US,Machine Learning
2024,SE,FT,159000,CA,0,CA,Data Engineer
2024,SE,FT,159000,US,0,US,Machine Learning
2024,MI,FT,159000,US,0,US,Data Scientist
2024,SE,FT,159000,US,0,US,Machine Learning
2024,MI,FT,159000,US,0,US,Data Engineer
2024,SE,FT,159000,US,0,US,Machine Learning
2024,SE,FT,159000,US,0,US,Machine Learning
2024,SE,FT,159000,US,0,US,Data Scientist
2024,SE,FT,159000,US,0,US,Machine Learning
2023,SE,FT,159000,US,0,US,Data Engineer
2023,SE,FT,159000,US,0,US,Machine Learning
2023,SE,FT,159000,US,0,US,Machine Learning
2023,SE,FT,159000,US,0,US,Machine Learning
2023,SE,FT,159000,US,0,US,Data Engineer
2023,SE,FT,159000,US,0,US,Data Scientist
2023,SE,FT,159000,US,0,US,Machine Learning
2023,SE,FT,159000,US,100,US,Data Engineer
2023,SE,FT,159000,US,0,US,Machine Learning
2023,SE,FT,159000,US,100,US,BI & Analytics
2022,EX,FT,159000,US,100,US,Data Scientist
2022,SE,FT,159000,US,0,US,Data Scientist
2022,MI,FT,159000,US,100,US,Data Management
2023,SE,FT,158900,US,100,US,MLOps & Infrastructure
2023,SE,FT,158700,US,0,US,Data Engineer
2024,SE,FT,158680,US,100,US,Data Engineer
2023,SE,FT,158677,US,100,US,Data Scientist
2023,SE,FT,158620,US,0,US,Data Engineer
2023,MI,FT,158600,US,100,US,Data Engineer
2023,SE,FT,158600,US,0,US,Data Engineer
2023,SE,FT,158600,US,0,US,Data Engineer
2024,SE,FT,158500,CA,0,CA,Data Scientist
2024,SE,FT,158500,US,0,US,Data Scientist
2024,MI,FT,158500,US,0,US,Data Scientist
2023,SE,FT,158500,CA,100,CA,Data Scientist
2024,SE,FT,158494,US,100,US,Data Analyst
2023,SE,FT,158494,US,100,US,Data Analyst
2023,MI,FT,158400,US,0,US,Data Engineer
2023,SE,FT,158400,US,0,US,Data Scientist
2023,MI,FT,158200,US,0,US,Machine Learning
2022,SE,FT,158200,US,100,US,Data Scientist
2024,MI,FT,158100,US,0,US,Data Scientist
2024,EN,FT,158100,US,0,US,Data Engineer
2023,MI,FT,158080,US,0,US,Research & Science
2024,MI,FT,158000,US,0,US,Data Engineer
2024,EN,FT,158000,US,0,US,Data Analyst
2024,MI,FT,158000,US,0,US,Business Intelligence
2024,MI,FT,158000,US,0,US,Data Scientist
2024,MI,FT,158000,US,0,US,Data Analyst
2023,SE,FT,158000,US,0,US,Data Scientist
2023,SE,FT,158000,US,0,US,Data Engineer
2023,SE,FT,158000,US,0,US,Data Analyst
2023,SE,FT,158000,US,100,US,Machine Learning
2023,SE,FT,158000,US,0,US,Data Engineer
2023,SE,FT,158000,CA,100,CA,Machine Learning
2022,MI,FT,158000,US,100,US,Data Management
2024,EN,FT,157900,CA,100,CA,Machine Learning
2024,EN,FT,157900,CA,100,CA,Machine Learning
2024,MI,FT,157900,US,0,US,Research & Science
2024,EN,FT,157900,CA,100,CA,Machine Learning
2024,SE,FT,157850,US,100,US,Data Scientist
2023,SE,FT,157750,US,0,US,Data Scientist
2023,SE,FT,157750,US,100,US,Data Scientist
2024,EN,FT,157600,US,0,US,Data Analyst
2024,EN,FT,157600,US,0,US,BI & Analytics
2023,SE,FT,157550,US,0,US,Data Engineer
2023,SE,FT,157550,US,0,US,Data Engineer
2023,SE,FT,157550,US,0,US,Data Engineer
2024,SE,FT,157500,US,0,US,Data Scientist
2024,SE,FT,157500,US,100,US,Data Analyst
2023,EX,FT,157500,US,0,US,Leadership & Management
2023,SE,FT,157500,US,100,US,Data Analyst
2023,SE,FT,157500,US,100,US,Data Scientist
2024,SE,FT,157476,US,100,US,Machine Learning
2023,SE,FT,157250,US,100,US,AI Research
2023,SE,FT,157250,US,100,US,Data Engineer
2023,SE,FT,157250,US,100,US,AI Research
2024,SE,FT,157000,US,0,US,Machine Learning
2023,MI,FT,157000,US,100,US,Data Scientist
2023,SE,FT,157000,US,100,US,Data Analyst
2023,SE,FT,157000,US,0,US,Research & Science
2023,SE,FT,157000,US,0,US,AI Research
2023,SE,FT,157000,CA,0,CA,Data Scientist
2023,SE,FT,157000,US,100,US,Data Scientist
2022,EX,FT,157000,US,100,US,BI & Analytics
2022,MI,FT,157000,US,100,US,Data Scientist
2022,SE,FT,156868,US,100,US,Data Scientist
2023,SE,FT,156600,US,100,US,Data Engineer
2022,SE,FT,156600,US,100,US,Data Scientist
2022,SE,FT,156600,US,100,US,Data Engineer
2023,SE,FT,156560,US,0,US,Data Scientist
2023,SE,FT,156560,US,100,US,Data Scientist
2024,SE,FT,156476,US,100,US,Business Intelligence
2023,SE,FT,156453,US,100,US,Machine Learning
2024,MI,FT,156450,US,0,US,BI & Analytics
2023,EN,FT,156450,US,100,US,Data Scientist
2023,EN,FT,156450,US,0,US,Data Scientist
2023,EN,FT,156450,US,100,US,BI & Analytics
2024,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,100,US,Data Scientist
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,100,US,Data Scientist
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,100,US,AI Research
2023,SE,FT,156400,US,100,US,Data Scientist
2023,SE,FT,156400,US,100,US,AI Research
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,100,US,Data Engineer
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,100,US,AI Research
2023,SE,FT,156400,US,0,US,Business Intelligence
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,100,US,Data Scientist
2023,SE,FT,156400,US,0,US,Leadership & Management
2023,SE,FT,156400,US,100,US,Data Scientist
2023,SE,FT,156400,US,0,US,Data Scientist
2023,SE,FT,156400,US,100,US,Data Scientist
2023,SE,FT,156400,US,0,US,Data Scientist
2022,SE,FT,156400,US,0,US,Data Scientist
2022,SE,FT,156400,US,0,US,Data Scientist
2022,SE,FT,156400,US,0,US,Data Scientist
2022,SE,FT,156400,US,0,US,Data Scientist
2024,SE,FT,156300,US,100,US,Research & Science
2023,SE,FT,156275,US,0,US,Data Engineer
2024,MI,FT,156200,CA,0,CA,MLOps & Infrastructure
2023,SE,FT,156150,US,100,US,Machine Learning
2023,SE,FT,156100,CA,0,CA,Data Scientist
2023,SE,FT,156100,CA,0,CA,Data Scientist
2024,SE,FT,156000,US,100,US,Data Analyst
2024,SE,FT,156000,US,0,US,AI Research
2024,SE,FT,156000,US,0,US,BI & Analytics
2024,SE,FT,156000,US,0,US,Data Scientist
2024,EN,FT,156000,US,0,US,Data Analyst
2023,SE,FT,156000,US,0,US,Research & Science
2023,SE,FT,156000,US,0,US,Data Analyst
2023,SE,FT,156000,US,100,US,Data Engineer
2023,SE,FT,156000,US,100,US,Machine Learning
2023,SE,FT,156000,CA,100,CA,Data Scientist
2023,SE,FT,156000,CA,100,CA,Data Scientist
2023,SE,FT,156000,CA,100,CA,Data Scientist
2023,MI,FT,156000,US,0,US,Data Scientist
2023,SE,FT,156000,US,100,US,Data Scientist
2023,SE,FT,155850,US,0,US,AI Research
2023,MI,FT,155810,US,0,US,Machine Learning
2023,SE,FT,155800,US,100,US,BI & Analytics
2023,EN,FT,155750,US,100,US,Data Analyst
2024,SE,FT,155615,US,0,US,Software & Data Architecture
2024,SE,FT,155615,US,0,US,Data Engineer
2024,SE,FT,155600,US,0,US,Data Scientist
2023,SE,FT,155600,US,0,US,Data Scientist
2023,SE,FT,155500,US,0,US,Data Scientist
2023,SE,FT,155500,US,0,US,Data Scientist
2023,SE,FT,155400,US,0,US,Business Intelligence
2024,SE,FT,155175,US,0,US,Data Engineer
2024,SE,FT,155000,US,100,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,100,US,Data Scientist
2024,SE,FT,155000,US,100,US,Data Scientist
2024,SE,FT,155000,PL,100,PL,Research & Science
2024,SE,FT,155000,US,0,US,Machine Learning
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Analyst
2024,MI,FT,155000,US,0,US,Data Engineer
2024,SE,FT,155000,CA,0,CA,Data Analyst
2024,SE,FT,155000,US,0,US,Data Scientist
2024,MI,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Leadership & Management
2024,SE,FT,155000,US,0,US,Leadership & Management
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2024,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,0,US,BI & Analytics
2023,MI,FT,155000,US,0,US,Machine Learning
2023,MI,FT,155000,US,0,US,Data Analyst
2023,MI,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Software & Data Architecture
2023,MI,FT,155000,US,0,US,Machine Learning
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,0,US,AI Research
2023,SE,FT,155000,US,0,US,Data Analyst
2023,SE,FT,155000,CA,0,CA,Data Scientist
2023,SE,FT,155000,US,0,US,Data Engineer
2023,MI,FT,155000,US,0,US,Machine Learning
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,100,US,Software & Data Architecture
2023,MI,FT,155000,US,100,US,Data Scientist
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,AI Research
2023,SE,FT,155000,US,100,US,Data Scientist
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,100,US,Business Intelligence
2023,SE,FT,155000,US,100,US,Data Scientist
2023,SE,FT,155000,US,100,US,Business Intelligence
2023,SE,FT,155000,US,0,US,Leadership & Management
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,0,US,Data Engineer
2023,MI,FT,155000,US,0,US,Research & Science
2023,MI,FT,155000,US,0,US,AI Research
2023,SE,FT,155000,US,0,US,Machine Learning
2023,SE,FT,155000,GB,0,GB,Data Analyst
2023,SE,FT,155000,US,0,US,Data Engineer
2023,MI,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,GB,0,GB,Data Analyst
2023,MI,FT,155000,US,0,US,Data Management
2023,MI,FT,155000,US,0,US,Machine Learning
2023,EN,FT,155000,US,0,US,Research & Science
2023,MI,FT,155000,US,0,US,Data Management
2023,SE,FT,155000,US,0,US,Data Engineer
2023,SE,FT,155000,US,0,US,Data Scientist
2023,SE,FT,155000,US,0,US,Data Analyst
2023,EN,FT,155000,US,0,US,AI Research
2023,EX,FT,155000,US,0,US,Software & Data Architecture
2023,EN,FT,155000,US,0,US,AI Research
2023,MI,FT,155000,US,0,US,Data Management
2023,MI,FT,155000,US,0,US,Data Management
2023,SE,FT,155000,US,0,US,Data Scientist
2023,EX,FT,155000,US,0,US,Data Management
2022,MI,FT,155000,US,100,US,Data Scientist
2023,SE,FT,155000,US,100,US,Data Analyst
2022,SE,FT,155000,US,0,US,Data Engineer
2022,SE,FT,155000,US,0,US,Data Scientist
2022,MI,FT,155000,US,0,US,Data Management
2022,SE,FT,155000,US,0,US,Data Engineer
2022,SE,FT,155000,US,100,US,Data Scientist
2022,SE,FT,155000,US,100,US,Data Scientist
2022,SE,FT,155000,US,100,US,Data Scientist
2022,SE,FT,155000,US,100,US,Data Engineer
2022,SE,FT,155000,US,100,US,Data Analyst
2022,SE,FT,155000,US,100,US,Data Engineer
2023,SE,FT,154836,US,100,US,Machine Learning
2023,SE,FT,154836,US,100,US,Research & Science
2024,EN,FT,154818,US,0,US,Data Analyst
2024,MI,FT,154800,US,0,US,Data Scientist
2024,EN,FT,154800,US,0,US,Data Scientist
2024,MI,FT,154800,US,0,US,Business Intelligence
2023,MI,FT,154800,US,0,US,Business Intelligence
2023,MI,FT,154800,US,0,US,Data Scientist
2023,MI,FT,154800,US,0,US,Business Intelligence
2023,SE,FT,154700,US,0,US,Data Scientist
2023,SE,FT,154600,US,0,US,Data Scientist
2023,SE,FT,154600,US,100,US,Data Scientist
2022,SE,FT,154600,US,100,US,Data Engineer
2022,SE,FT,154600,US,0,US,Data Engineer
2022,SE,FT,154600,US,100,US,Data Engineer
2022,SE,FT,154600,US,100,US,Data Engineer
2022,SE,FT,154560,US,0,US,Data Analyst
2022,SE,FT,154545,US,0,US,Data Engineer
2022,SE,FT,154545,US,0,US,Data Engineer
2024,MI,FT,154500,US,0,US,Data Scientist
2023,SE,FT,154500,US,100,US,Data Analyst
2023,SE,FT,154440,US,0,US,Data Analyst
2024,SE,FT,154400,US,100,US,Software & Data Architecture
2024,MI,FT,193000,GB,0,GB,Data Scientist
2024,SE,FT,154360,US,0,US,Data Scientist
2024,SE,FT,154100,US,0,US,BI & Analytics
2024,MI,FT,154100,US,0,US,BI & Analytics
2024,SE,FT,154000,US,0,US,Software & Data Architecture
2024,SE,FT,154000,US,0,US,Data Engineer
2024,SE,FT,154000,US,0,US,Data Scientist
2024,MI,FT,154000,US,0,US,Data Analyst
2024,SE,FT,154000,US,0,US,Data Engineer
2024,EN,FT,154000,US,0,US,Data Analyst
2024,MI,FT,154000,US,0,US,Data Analyst
2024,MI,FT,154000,US,0,US,Data Engineer
2023,SE,FT,154000,US,100,US,Data Engineer
2023,MI,FT,154000,US,0,US,Data Engineer
2023,MI,FT,154000,US,0,US,Data Engineer
2023,MI,FT,154000,US,0,US,Data Engineer
2023,MI,FT,154000,US,0,US,Data Engineer
2023,MI,FT,154000,US,0,US,Data Engineer
2023,SE,FT,154000,US,0,US,Data Engineer
2023,SE,FT,154000,US,0,US,Research & Science
2023,SE,FT,154000,US,0,US,Data Engineer
2023,SE,FT,154000,US,100,US,Data Scientist
2023,SE,FT,154000,US,0,US,Data Engineer
2023,SE,FT,154000,US,0,US,Data Scientist
2023,MI,FT,154000,US,0,US,Data Analyst
2023,MI,FT,154000,US,0,US,Data Engineer
2023,SE,FT,154000,US,0,US,Data Engineer
2022,SE,FT,154000,US,0,US,Data Scientist
2022,SE,FT,154000,US,100,US,Data Scientist
2022,SE,FT,154000,US,100,US,Data Engineer
2022,SE,FT,154000,US,100,US,Data Engineer
2024,SE,FT,153900,US,0,US,Data Analyst
2024,SE,FT,153900,US,0,US,Data Analyst
2024,SE,FT,153900,US,0,US,Data Analyst
2023,SE,FT,153800,US,100,US,Data Analyst
2024,MI,FT,153700,US,100,US,Data Scientist
2023,SE,FT,153600,US,0,US,Data Scientist
2023,SE,FT,153600,US,0,US,Data Scientist
2023,SE,FT,153600,US,0,US,Data Scientist
2023,SE,FT,153600,US,0,US,Data Scientist
2023,SE,FT,153600,US,0,US,Data Scientist
2023,SE,FT,153600,US,0,US,Data Engineer
2023,SE,FT,153600,US,100,US,Data Analyst
2023,SE,FT,153600,US,100,US,Data Analyst
2023,SE,FT,153600,US,100,US,Data Analyst
2023,SE,FT,153600,US,0,US,Data Analyst
2023,SE,FT,153600,US,0,US,Data Analyst
2023,SE,FT,153600,US,100,US,Data Engineer
2023,SE,FT,153600,US,0,US,Data Analyst
2023,SE,FT,153600,US,100,US,Data Engineer
2023,SE,FT,153600,US,0,US,Data Analyst
2023,SE,FT,153600,US,0,US,Data Engineer
2023,SE,FT,153600,US,0,US,Data Engineer
2023,SE,FT,153600,US,0,US,Data Analyst
2023,SE,FT,153600,US,0,US,Data Analyst
2023,SE,FT,153600,US,0,US,Data Analyst
2022,SE,FT,153600,US,0,US,Data Engineer
2022,SE,FT,153600,US,0,US,Data Engineer
2022,SE,FT,153600,US,0,US,Data Engineer
2022,SE,FT,153600,US,100,US,Data Scientist
2023,SE,FT,153550,US,0,US,Data Engineer
2024,SE,FT,153400,US,0,US,AI Specialist
2023,SE,FT,153400,US,0,US,Machine Learning
2023,SE,FT,153400,US,0,US,Machine Learning
2023,SE,FT,153400,US,0,US,Machine Learning
2023,SE,FT,153400,US,0,US,Data Scientist
2023,SE,FT,153300,US,100,US,Data Analyst
2023,SE,FT,153300,US,0,US,Data Scientist
2024,SE,FT,153200,US,100,US,Data Engineer
2023,SE,FT,153100,US,100,US,Machine Learning
2023,SE,FT,153090,US,0,US,Data Engineer
2023,SE,FT,153090,US,0,US,Data Engineer
2023,SE,FT,153090,US,0,US,Machine Learning
2023,SE,FT,153088,US,100,US,Machine Learning
2024,SE,FT,153040,US,0,US,AI Research
2024,SE,FT,153040,US,0,US,Machine Learning
2024,MI,FT,153040,US,0,US,Machine Learning
2024,SE,FT,153018,US,0,US,BI & Analytics
2024,SE,FT,153000,US,0,US,Machine Learning
2024,EN,FT,153000,US,100,US,Data Analyst
2024,EN,FT,153000,US,100,US,Data Analyst
2024,SE,FT,153000,US,0,US,Machine Learning
2024,MI,FT,153000,US,0,US,Data Analyst
2024,MI,FT,153000,US,0,US,Data Analyst
2024,SE,FT,153000,US,100,US,Data Scientist
2024,MI,FT,153000,US,0,US,BI & Analytics
2024,SE,FT,153000,US,0,US,Data Analyst
2024,MI,FT,153000,US,0,US,Data Engineer
2024,SE,FT,153000,CA,0,CA,Data Scientist
2023,SE,FT,153000,US,0,US,Data Scientist
2023,SE,FT,153000,CA,100,CA,Data Scientist
2023,SE,FT,153000,US,100,US,Software & Data Architecture
2023,SE,FT,153000,US,100,US,Data Scientist
2023,SE,FT,153000,US,100,US,Data Scientist
2023,SE,FT,153000,US,100,US,Data Scientist
2023,EX,FT,153000,US,100,US,BI & Analytics
2023,SE,FT,153000,CA,100,CA,Data Engineer
2022,MI,FT,153000,US,100,US,Data Engineer
2022,SE,FT,153000,US,100,US,Data Scientist
2022,SE,FT,153000,US,100,US,Data Scientist
2022,MI,FT,153000,US,100,US,Data Scientist
2021,SE,FT,153000,US,100,US,Data Engineer
2023,SE,FT,152900,GB,100,GB,BI & Analytics
2023,SE,FT,152900,US,100,US,BI & Analytics
2023,MI,FT,152700,US,0,US,Leadership & Management
2024,MI,FT,152600,US,0,US,Data Scientist
2023,SE,FT,152600,US,0,US,Data Scientist
2024,EN,FT,152500,US,0,US,Data Engineer
2023,SE,FT,152500,US,0,US,BI & Analytics
2022,SE,FT,152500,US,0,US,Data Engineer
2022,SE,FT,152500,US,100,US,Data Management
2024,SE,FT,152400,US,100,US,Research & Science
2023,SE,FT,152380,US,0,US,Data Analyst
2024,SE,FT,152375,US,100,US,Data Engineer
2024,SE,FT,152375,US,100,US,Data Engineer
2024,SE,FT,152375,US,100,US,Data Engineer
2024,SE,FT,152375,US,100,US,Data Engineer
2024,SE,FT,152375,US,100,US,Data Engineer
2023,SE,FT,152375,US,0,US,Data Engineer
2023,SE,FT,152375,US,0,US,Data Engineer
2023,MI,FT,152375,US,100,US,Data Engineer
2023,SE,FT,152300,US,0,US,Machine Learning
2023,SE,FT,152022,US,0,US,Machine Learning
2024,MI,FT,152000,CA,0,CA,Data Scientist
2024,SE,FT,152000,US,100,US,Data Scientist
2024,SE,FT,152000,US,0,US,BI & Analytics
2024,MI,FT,152000,US,0,US,Data Scientist
2024,MI,FT,152000,US,0,US,Data Scientist
2024,SE,FT,152000,US,0,US,Data Scientist
2024,SE,FT,152000,US,0,US,Data Scientist
2024,SE,FT,152000,US,0,US,Data Analyst
2024,MI,FT,152000,US,0,US,Machine Learning
2024,MI,FT,152000,US,0,US,Data Engineer
2023,MI,FT,152000,CA,100,CA,Data Engineer
2023,SE,FT,152000,CA,0,CA,Data Scientist
2023,SE,FT,152000,US,100,US,MLOps & Infrastructure
2023,SE,FT,152000,US,0,US,Machine Learning
2023,SE,FT,152000,US,0,US,AI Specialist
2023,SE,FT,152000,US,0,US,Data Engineer
2023,SE,FT,152000,US,0,US,Machine Learning
2023,SE,FT,152000,US,0,US,Machine Learning
2023,SE,FT,152000,US,0,US,Machine Learning
2023,SE,FT,152000,US,0,US,Data Scientist
2023,SE,FT,152000,CA,0,CA,Data Engineer
2023,SE,FT,152000,US,0,US,Machine Learning
2023,SE,FT,152000,US,0,US,AI Research
2023,SE,FT,152000,US,0,US,AI Research
2023,SE,FT,152000,US,0,US,Data Scientist
2023,MI,FT,152000,US,100,US,Data Engineer
2023,SE,FT,152000,US,100,US,Data Management
2023,SE,FT,152000,US,100,US,Machine Learning
2023,SE,FT,152000,US,0,US,Machine Learning
2023,SE,FT,152000,US,0,US,Data Scientist
2023,SE,FT,152000,US,0,US,Data Scientist
2022,SE,FT,152000,US,0,US,Data Scientist
2022,SE,FT,152000,US,0,US,Data Engineer
2022,SE,FT,152000,US,0,US,BI & Analytics
2022,SE,FT,152000,US,0,US,Data Scientist
2021,SE,FT,152000,US,100,FR,Data Management
2024,SE,FT,151900,US,0,US,Research & Science
2024,SE,FT,151900,US,0,US,Research & Science
2024,SE,FT,151900,US,0,US,Machine Learning
2023,SE,FT,151840,US,0,US,Data Engineer
2024,MI,FT,151800,US,0,US,Research & Science
2024,SE,FT,151800,US,0,US,Research & Science
2024,SE,FT,151800,US,0,US,Research & Science
2024,MI,FT,151800,US,0,US,Research & Science
2023,SE,FT,151800,US,100,US,Data Analyst
2023,SE,FT,151800,US,100,US,Data Analyst
2023,SE,FT,151800,US,0,US,AI Research
2023,SE,FT,151800,US,0,US,Research & Science
2023,MI,FT,151800,US,100,US,Research & Science
2023,SE,FT,151800,US,0,US,Research & Science
2022,SE,FT,151800,US,0,US,Data Scientist
2024,SE,FT,151600,US,0,US,Machine Learning
2023,SE,FT,151600,US,0,US,Machine Learning
2023,SE,FT,151600,US,0,US,Machine Learning
2023,SE,FT,151600,US,0,US,Machine Learning
2023,SE,FT,151600,US,0,US,Machine Learning
2024,MI,FT,151500,US,0,US,Data Scientist
2024,MI,FT,151500,US,0,US,AI Research
2024,SE,FT,151500,US,0,US,AI Research
2023,MI,FT,151410,US,0,US,Data Engineer
2023,EN,FT,151410,US,100,US,Data Scientist
2023,MI,FT,151410,US,100,US,Data Scientist
2023,SE,FT,151300,US,100,US,Data Scientist
2024,EN,PT,151260,US,0,US,Research & Science
2023,SE,FT,151250,US,100,US,Data Engineer
2023,SE,FT,151200,US,100,US,Data Engineer
2023,SE,FT,151100,CA,100,CA,Machine Learning
2023,SE,FT,151090,US,0,US,Software & Data Architecture
2024,MI,FT,151000,US,0,US,Machine Learning
2024,SE,FT,151000,US,0,US,Data Scientist
2024,SE,FT,151000,US,0,US,Data Scientist
2024,MI,FT,151000,US,0,US,Data Scientist
2023,SE,FT,151000,CA,100,CA,Data Engineer
2023,MI,FT,151000,US,0,US,Machine Learning
2023,SE,FT,151000,US,100,US,Data Scientist
2023,SE,FT,151000,US,100,US,BI & Analytics
2023,MI,FT,151000,US,0,US,Data Engineer
2021,MI,FT,151000,US,100,US,Data Scientist
2023,SE,FT,150931,US,0,US,Data Scientist
2023,EX,FT,150900,US,0,US,Data Engineer
2024,SE,FT,150895,US,0,US,Data Engineer
2024,SE,FT,150800,US,0,US,Data Scientist
2024,EN,FT,150700,US,0,US,Data Analyst
2024,SE,FT,150700,US,0,US,Machine Learning
2024,SE,FT,150700,US,0,US,Machine Learning
2023,SE,FT,150600,US,100,US,Data Engineer
2023,SE,FT,150600,GB,100,GB,Data Engineer
2023,SE,FT,150550,US,100,US,BI & Analytics
2024,SE,FT,150500,CA,0,CA,Data Scientist
2023,MI,FT,150450,US,100,US,Machine Learning
2022,SE,FT,150260,US,100,US,Data Management
2023,SE,FT,150200,US,0,US,Data Scientist
2023,SE,FT,150120,US,100,US,Data Scientist
2022,SE,FT,150075,US,100,US,Data Analyst
2022,SE,FT,150075,US,100,US,Data Analyst
2024,SE,FT,150000,US,0,US,Data Scientist
2024,EX,FT,150000,US,0,US,Machine Learning
2024,MI,FT,150000,US,100,US,Machine Learning
